Stock Symbol,name,url,content,description,apiSource,date
DOW,"Dow Jones Winners Of 2019 Include Apple, Microsoft, Visa, JPMorgan, United Technologies - Investor's Business Daily",https://www.investors.com/news/dow-jones-winners-2019-apple-stock-microsoft-visa-jpmorgan-united-technologies/,"The Dow Jones Industrial Average is up 22% in 2019, but iPhone maker Apple (AAPL) stands out from the crowd, while Microsoft (MSFT), JPMorgan Chase (JPM), Visa (V) and United Technologies (UTX) round out the top five.
XTop 5 Dow Jones Stocks For 2019
<ul><l… [+5813 chars]","Dow Jones Winners Of 2019 Include Apple, Microsoft, Visa, JPMorgan, United Technologies Investor's Business Daily Wall Street slips from record levels as traders book profits Reuters Wall Street slips from records as investors lock in year-end gains Investing…",NewsAPI,2019-12-30
DOW,"Stock Market Today: Dow, S&P Live Updates for January 1, 2020 - Bloomberg",https://www.bloomberg.com/tosv2.html?vid=&uuid=3f3f2e10-2d20-11ea-9f60-93afe04bb8bb&url=L25ld3MvYXJ0aWNsZXMvMjAyMC0wMS0wMS9taXhlZC1zdGFydC1zZWVuLWFzLTIwMjAtdHJhZGluZy1nZXRzLXVuZGVyd2F5LW1hcmtldHMtd3JhcA==,,"Stock Market Today: Dow, S&P Live Updates for January 1, 2020 Bloomberg Asian shares rise on China's policy easing, trade deal hopes Investing.com Stocks Blog: Hong Kong, China stocks rise in solid start for 2020 South China Morning Post Stocks Mixed, U.S. Fu…",NewsAPI,2020-01-01
DOW,"U.S. Stocks Open Lower, Oil Prices Plateau - Wall Street Journal",https://www.wsj.com/articles/global-stocks-rise-as-oil-prices-plateau-11578392353,"U.S. stocks fell Tuesday as investors parsed the latest headlines on tensions in the Middle East.
The Dow Jones Industrial Average fell 122 points, or 0.4%, to 28581 in morning trading. The S&amp;P 500 dropped 0.4% and the Nasdaq Composite slipped 0.2%.
The… [+89 chars]","U.S. Stocks Open Lower, Oil Prices Plateau Wall Street Journal Dow falls 100 points as investors weigh geopolitical risk CNBC Middle East tensions: Oil, gold surge as stocks suffer losses FRANCE 24 English Tesla Stock Will Fall 25%, if You Believe Wall Street…",NewsAPI,2020-01-07
DOW,"Dow Jones Today Sees UnitedHealth Up, Boeing Down; Splunk Set to Retake Buy Point - Investor's Business Daily",https://www.investors.com/market-trend/stock-market-today/dow-jones-today-unitedhealth-up-boeing-down-splunk-retake-buy-point/,Stock futures ran higher Monday as global stock markets continued to react to a preliminary U.S.-China trade deal that avoided a new round of tariffs. Goldman Sachs and UnitedHealth stock led the Dow Jones today. Software developer Splunk (SPLK) and biotech A… [+5637 chars],"Dow Jones Today Sees UnitedHealth Up, Boeing Down; Splunk Set to Retake Buy Point Investor's Business Daily Stock futures point to higher start, buoyed by preliminary U.S.-China trade deal MarketWatch Futures gain as initial U.S.-China trade deal cools tensio…",NewsAPI,2019-12-16
DOW,China Puts U.K. on Guard as Johnson Ponders His Huawei Decision - Yahoo Canada Finance,https://ca.finance.yahoo.com/news/china-temporarily-suspends-shanghai-london-062654667.html,"(Bloomberg) -- Chinas decision to suspend a tie-up between the Shanghai and London stock exchanges is less a blow for markets than a warning shot to Prime Minister Boris Johnson as he readies the U.K. for Brexit.
According to people familiar with the matter,… [+6179 chars]",China Puts U.K. on Guard as Johnson Ponders His Huawei Decision Yahoo Canada Finance China suspends Shanghai-London Stock Connect over political tensions with U.K.: sources The Globe and Mail These 6 charts compare the US and China economies in the second yea…,NewsAPI,2020-01-02
DOW,"Nasdaq tops 9,000 points for the first time in history - Aljazeera.com",https://www.aljazeera.com/ajimpact/nasdaq-tops-9000-points-time-history-191226194704285.html,"The Nasdaq crossed the 9,000-point mark for the first time on Thursday as all three major Wall Street indexes posted record closing highs, boosted by optimism over US-China trade relations and gains in shares of Amazon.com after a report signaled robust onlin… [+2422 chars]","Nasdaq tops 9,000 points for the first time in history Aljazeera.com US stocks nearly flat; S&P 500 notches 5th weekly gain Yahoo Canada Finance Here's what happened to the stock market on Friday CNBC Nasdaq Passes 9000 Nightly Business Report S&P 500, Dow ek…",NewsAPI,2019-12-26
DOW,"What’s Moving Premarket: Oil, Gold, Airlines, Energy Companies - Barron's",https://www.barrons.com/articles/whats-moving-premarket-oil-gold-airlines-energy-companies-51578055706,"Global stock markets are under pressure in the aftermath of the military strikeordered by President Donald Trumpthat left a key Iranian general dead. Energy prices are surging because of the unrest in the Mideast. The U.S. strike, which killed Iranian Maj. Ge… [+1694 chars]","What’s Moving Premarket: Oil, Gold, Airlines, Energy Companies Barron's Dow tumbles more than 200 points on rising Iran tensions CNN Global petchems brace for impact from escalating US-Iran tensions ICIS Oil prices jump on fears of Iranian retaliation against…",NewsAPI,2020-01-03
DOW,"Dow Jones Today Dips, J&J Upgraded, Heico Rallies, Netflix Reveals Subscriber Growth - Investor's Business Daily",https://news.google.com/__i/rss/rd/articles/CBMihwFodHRwczovL3d3dy5pbnZlc3RvcnMuY29tL21hcmtldC10cmVuZC9zdG9jay1tYXJrZXQtdG9kYXkvZG93LWpvbmVzLXRvZGF5LWRpcHMtamotdXBncmFkZWQtaGVpY28tcmFsbGllcy1jaGlwcy1zdG9jay1hZHZhbmNlLWNvbnRpbnVlcy_SAQA?oc=5,,"Dow Jones Today Dips, J&J Upgraded, Heico Rallies, Netflix Reveals Subscriber Growth Investor's Business Daily Why Wall Street sees the stock market on the verge of a ‘melt-up’ MarketWatch America's booming market lifts global stocks after trade deals land Fo…",NewsAPI,2019-12-17
DOW,"Dow Jones Futures: Stock Market Rally Refuses To 'Stand Down'; Netflix, Vertex, Lululemon, In Buy Zones - Investor's Business Daily",https://news.google.com/__i/rss/rd/articles/CBMimwFodHRwczovL3d3dy5pbnZlc3RvcnMuY29tL21hcmtldC10cmVuZC9zdG9jay1tYXJrZXQtdG9kYXkvZG93LWpvbmVzLWZ1dHVyZXMtc3RvY2stbWFya2V0LXJhbGx5LXJlZnVzZXMtdG8tc3RhbmQtZG93bi1uZXRmbGl4LXZlcnRleC1sdWx1bGVtb24taW4tYnV5LXpvbmVzL9IBAA?oc=5,,"Dow Jones Futures: Stock Market Rally Refuses To 'Stand Down'; Netflix, Vertex, Lululemon, In Buy Zones Investor's Business Daily WTI holds steady below $60bbls, focus on OPEC+ cuts FXStreet Stocks rise, lifting Nasdaq to a record, after Trump's comments on I…",NewsAPI,2020-01-09
DOW,US stocks extend gains after Trump's Iran comments - BNNBloomberg.ca,http://www.bnnbloomberg.ca/asian-stocks-set-to-rebound-yen-treasuries-drop-markets-wrap-1.1369897,"U.S. stocks rose and Treasuries fell after President Donald Trump toned down rhetoric against Iran, suggesting further military force isnt needed.
The S&amp;P 500 headed for a fresh record after Trump said Iran appeared to be standing down, and announced mor… [+2501 chars]","US stocks extend gains after Trump's Iran comments BNNBloomberg.ca Stocks rise, lifting Nasdaq to a record, after Trump's comments on Iran attack ease tensions CNBC Stock Market Today: Dow, S&P Live Updates for January 9, 2020 Bloomberg Stocks - Nasdaq Hits R…",NewsAPI,2020-01-08
DOW,"US STOCKS-Nasdaq hits 9,000, S&P at record high on trade deal hopes, Amazon boost - Reuters",https://www.reuters.com/article/usa-stocks-idUSL4N2901Q3,"(For a live blog on the U.S. stock market, click or type LIVE/ in a news window.) 
* China says in close contact with Washington on trade pact 
* Tesla gains as Wedbush hikes price target 
* Amazon gains on report of robust U.S. holiday online sales 
* In… [+2688 chars]","US STOCKS-Nasdaq hits 9,000, S&P at record high on trade deal hopes, Amazon boost Reuters Nasdaq hits 9,000 for the first time, S&P 500 reaches all-time high in year-end rally CNBC Futures hover near record highs as investors count on trade deal Yahoo Finance…",NewsAPI,2019-12-26
DOW,"PSEi drops on lack of leads, Trump impeachment - BusinessWorld Online",https://www.bworldonline.com/psei-drops-on-lack-of-leads-trump-impeachment/,"By Denise A. Valdez,Reporter
LOCAL STOCKS failed to hold on to gains on Thursday as investors were worried about the impeachment of US President Donald Trump.
The bellwether Philippine Stock Exchange index (PSEi) dropped 79.73 points or 1.03% to close at 7,… [+2416 chars]","PSEi drops on lack of leads, Trump impeachment BusinessWorld Online",NewsAPI,2019-12-19
DUK,The Retiree's Dividend Portfolio - John's November Update: Complete Portfolio Overview,https://seekingalpha.com/article/4314323-retirees-dividend-portfolio-johns-november-update-complete-portfolio-overview,I decided to continue going with the same theme from the last few articles I published on John's retirement where I provide a full portfolio overview that includes John and his wife Jane's Taxable and Retirement accounts. I have always written these updates a… [+14152 chars],"John's retirement accounts generated a total of $1,051.71 in dividend income for November 2019 vs. $982.02 of dividends in November of 2018.A total of one company paid an increased dividend or delivered a special dividend during the month of November.We sold …",NewsAPI,2019-12-27
DUK,XLU: Why 2019 Was An Anomaly For Utilities,https://seekingalpha.com/article/4315078-xlu-why-2019-was-anomaly-for-utilities,"As 2019 drew to a close, the utilities sector (XLU) was in the spotlight after Bloomberg made an interesting observation that utilities' dividend yield dropped below the energy sector's (XLE) dividend yield, ""flipping a decades-long relationship"" in the proce… [+12413 chars]","Utilities sector (XLU) had an exceptional 26% return in 2019, the highest in 5 years on steady earnings growth and lower interest rates.
        XLU's dividend yield crossed under the energy sector's (XLE) for the first time in history, while reverting to a l…",NewsAPI,2020-01-03
DUK,The Brown Bag Portfolio December 2019 Review,https://seekingalpha.com/article/4315651-brown-bag-portfolio-december-2019-review,"For those of you who have read my articles in the past, indulge me for a moment while I repeat something that I've said many times before: I am not a financial analyst. I am not an expert in money, monetary policy, investment theories, theorems, or the double… [+17192 chars]",A little about me and the history of the Brown Bag Portfolio.How the Brown Bag Portfolio fared during December.What I'm planning for 2020.,NewsAPI,2020-01-07
DUK,7 Dividend Stocks to Buy to Kick Off the New Year,https://finance.yahoo.com/news/7-dividend-stocks-buy-kick-174433968.html,"Yes, it is that time of the year again. When the calendar flips, everyone ponders what lies ahead, and resolutions for self-improvement are made; Often, to be broken later. Additionally, it is also a great time to re-examine your portfolio and consider adding… [+5552 chars]","Yes, it is that time of the year again. When the calendar flips, everyone ponders what lies ahead, and resolutions for self-improvement are made; Often, to be broken later. Additionally, it is also a great time to re-examine your portfolio and consider adding…",NewsAPI,2020-01-03
DUK,Duke Energy declares dividend payments to shareholders,https://news.yahoo.com/duke-energy-declares-dividend-payments-193000995.html?_guc_consent_skip=1578082246,"CHARLOTTE, N.C., Jan. 3, 2020 /PRNewswire/ -- Duke Energy today declared a quarterly cash dividend on its common stock of $0.945 per share payable on March 16, 2020, to shareholders of record at the close of business Feb. 14, 2020.
Duke Energy, the nation's … [+2637 chars]","Duke Energy today declared a quarterly cash dividend on its common stock of $0.945 per share payable on March 16, 2020, to shareholders of record at the close of business Feb. 14, 2020.",NewsAPI,2020-01-03
DUK,Morgan Stanley (MS) vs. Top 20 Hedge Fund Stocks in 2019,https://finance.yahoo.com/news/morgan-stanley-ms-vs-top-170426521.html,"Amid an overall bull market, many stocks that smart money investors were collectively bullish on surged in 2019. Among them, Facebook and Microsoft ranked among the top 3 picks and these stocks gained 57%. Our research shows that most of the stocks that smart… [+5326 chars]","Amid an overall bull market, many stocks that smart money investors were collectively bullish on surged in 2019. Among them, Facebook and Microsoft ranked among the top 3 picks and these stocks gained 57%. Our research shows that most of the stocks that smart…",NewsAPI,2019-12-29
DUK,2019 Review: Top Hedge Fund Stocks vs. Automatic Data Processing (ADP),https://finance.yahoo.com/news/2019-review-top-hedge-fund-012114906.html,"Many investors, including Paul Tudor Jones or Stan Druckenmiller, have been saying before last year's Q4 market crash that the stock market is overvalued due to a low interest rate environment that leads to companies swapping their equity for debt and focusin… [+6112 chars]","Many investors, including Paul Tudor Jones or Stan Druckenmiller, have been saying before last year's Q4 market crash that the stock market is overvalued due to a low interest rate environment that leads to companies swapping their equity for debt and focusin…",NewsAPI,2019-12-26
DUK,"Fiserv, Inc. (FISV) vs. Hedge Fund Favorites in 2019",https://finance.yahoo.com/news/fiserv-inc-fisv-vs-hedge-164138270.html,"It seems that the masses and most of the financial media hate hedge funds and what they do, but why is this hatred of hedge funds so prominent? At the end of the day, these asset management firms do not gamble the hard-earned money of the people who are on th… [+6605 chars]","It seems that the masses and most of the financial media hate hedge funds and what they do, but why is this hatred of hedge funds so prominent? At the end of the day, these asset management firms do not gamble the hard-earned money of the people who are on th…",NewsAPI,2019-12-24
DUK,10 Best Utility Stocks to Buy for 2020,https://finance.yahoo.com/news/10-best-utility-stocks-buy-190957532.html,"Getty Images
When investors think defense, they think utility stocks.
The S&amp;P 500's utility sector behaved anything but defensively in 2019, however. The Utilities Select Sector SPDR Fund (XLU) delivered a 25.9% total return last year - better than more… [+18988 chars]","When investors think defense, they think utility stocks.The S&P; 500's utility sector behaved anything but defensively in 2019, however. The Utilities Select Sector SPDR Fund (XLU) delivered a 25.9% total return last year - better than more than half the inde…",NewsAPI,2020-01-08
DUK,The 20 Best ETFs to Buy for a Prosperous 2020,https://finance.yahoo.com/news/20-best-etfs-buy-prosperous-210538592.html,"Getty Images
All bets are off for 2020. We could talk about any number of potential growth catalysts or looming hurdles for the new year, but overshadowing them all is the chaos machine of the presidential election. The best ETFs to buy for 2020, as a result… [+39599 chars]","All bets are off for 2020. We could talk about any number of potential growth catalysts or looming hurdles for the new year, but overshadowing them all is the chaos machine of the presidential election. The best ETFs to buy for 2020, as a result, are designed…",NewsAPI,2019-12-30
DUK,How Did Duke Energy Corporation (DUK) Compare Against Top Hedge Fund Stocks in 2019?,https://finance.yahoo.com/news/did-duke-energy-corporation-duk-153437735.html,"Hedge funds and other investment firms that we track manage billions of dollars of their wealthy clients' money, and needless to say, they are painstakingly thorough when analyzing where to invest this money, as their own wealth also depends on it. Regardless… [+6609 chars]","Hedge funds and other investment firms that we track manage billions of dollars of their wealthy clients' money, and needless to say, they are painstakingly thorough when analyzing where to invest this money, as their own wealth also depends on it. Regardless…",NewsAPI,2019-12-26
DUK,5 Stocks to Consider for the New Year,https://finance.yahoo.com/news/5-stocks-consider-185802314.html,"2019 turned out to be a great year for investors, as the market moved continually higher despite rising concern about lofty valuations and impending economic weakness. With stocks trading near all-time highs, making picks for the new year can be a daunting ta… [+4653 chars]","2019 turned out to be a great year for investors, as the market moved continually higher despite rising concern about lofty valuations and impending economic weakness. With stocks trading near all-time highs, making picks for the new year can be a daunting ta…",NewsAPI,2020-01-06
DUK,Eversource “Carbon Neutral” by 2030: What It Means For Utilities,https://www.forbes.com/sites/greatspeculations/2019/12/20/eversource-carbon-neutral-by-2030-what-it-means-for-utilities/,New England-based Eversource Energy (ES) is the latest US electric utility to target zero carbon dioxide emissions. And its timetable of 2030 is far more aggressive than the 2050 date set by sector peers Duke Energy (DUK) and Xcel Energy (XEL).Eversources tas… [+12244 chars],New England-based Eversource Energy is the latest US electric utility to target zero carbon dioxide emissions. Eversource’s task was made considerably easier by divesting the vast majority of its power plants during 1990s deregulation.,NewsAPI,2019-12-20
DUK,Duke Energy reaches deal to close remaining coal ash basins in North Carolina,https://www.marketwatch.com/story/duke-energy-reaches-deal-to-close-remaining-coal-ash-basins-in-north-carolina-2020-01-02,"Duke Energy Corp. 
DUK, +0.46%
announced Thursday an agreement with North Carolina state regulators and community groups to permanently close all of electric company's remaining nine coal ash basins in the state. Under the agreed upon plan, Duke said about … [+965 chars]","Duke Energy Corp. announced Thursday an agreement with North Carolina state regulators and community groups to permanently close all of electric company's remaining nine coal ash basins in the state. Under the agreed upon plan, Duke said about 80 million tons…",NewsAPI,2020-01-02
DUK,Sempra's Promising First Year As Utility Index Member,https://seekingalpha.com/article/4315706-sempras-promising-first-year-utility-index-member,"Sempra Energy (SRE) has sold non-core assets, continues building a high-growth electric transmission and distribution business in Texas (Oncor), operates in Mexico, and has begun liquefied natural gas export, all while continuing to meet its gas and electric … [+12364 chars]","A $42 billion market cap company, Sempra Energy is benefiting from record-low natural gas prices, good regional growth, and more focused operations.Two of its utilities are exposed to liability from wildfire risk as seen in the example of northern California’…",NewsAPI,2020-01-08
DUK,Vanguard Utilities ETF: Slow Growth And Expensive Valuation,https://seekingalpha.com/article/4315877-vanguard-utilities-etf-slow-growth-and-expensive-valuation,"ETF Overview
Vanguard Utilities ETF (VPU) owns a portfolio of U.S. utility stocks. The fund seeks to track the investment results of the MSCI US Investable Market Utilities 25/50 Index. Stocks in VPUs portfolio are considered defensive stocks as they tend to… [+6244 chars]",VPU’s portfolio of stocks consists of mostly large-cap utility stocks in the U.S.The fund is trading at an expensive valuation against its historical average.Growth is likely to be modest for stocks in VPU’s portfolio.The fund pays a 2.9%-yielding dividend.,NewsAPI,2020-01-09
DUK,Overzealous security guard after he puts 'intoxicated' man into a headlock,https://www.dailymail.co.uk/news/article-7858595/Overzealous-security-guard-puts-intoxicated-man-headlock.html,"The shocking moment a security guard slammed a reveller against a fence and put him in a choke hold has been caught on camera.
Footage shows bouncer violently grabbing the man between a mosh pit and the main stage at Falls Festival in Fremantle, Western Aust… [+2164 chars]","Footage showed the security guard violently grabbing the man between a mosh pit and the main stage at Falls Festival in Fremantle, Western Australia, on Saturday night.",NewsAPI,2020-01-07
DUK,Duke Energy declares dividend payments to shareholders,https://www.prnewswire.com/news-releases/duke-energy-declares-dividend-payments-to-shareholders-300980994.html,"CHARLOTTE, N.C., Jan. 3, 2020 /PRNewswire/ -- Duke Energy today declared a quarterly cash dividend on its common stock of $0.945 per share payable on March 16, 2020, to shareholders of record at the close of business Feb. 14, 2020.
The company also declared … [+2392 chars]","CHARLOTTE, N.C., Jan. 3, 2020 /PRNewswire/ -- Duke Energy today declared a quarterly cash dividend on its common stock of $0.945 per share payable on March 16, 2020, to shareholders of record at the close of business Feb. 14, 2020. The company also declared a…",NewsAPI,2020-01-03
DUK,Best Retirement Stocks For 2020,https://seekingalpha.com/article/4315549-best-retirement-stocks-for-2020,"The best retirement stocks will provide a combination of a steady stream of income (dividend) and stock value stability. While some retirees prefer high-yielding stocks, I tend to pick companies with a 4-5% yield along with a decent dividend growth rate. On r… [+5132 chars]","The best retirement stocks will provide a combination of a steady stream of income (dividend) and stock value stability.While some retirees prefer high-yielding stocks, I tend to pick companies with a 4-5% yield along with a decent dividend growth rate.Three …",NewsAPI,2020-01-07
DUK,Sempra's Promising First Year As Utility Index Member,https://seekingalpha.com/article/4315706-sempras-promising-first-year-utility-index-member,"Sempra Energy (SRE) has sold non-core assets, continues building a high-growth electric transmission and distribution business in Texas (Oncor), operates in Mexico, and has begun liquefied natural gas export, all while continuing to meet its gas and electric … [+12364 chars]","A $42 billion market cap company, Sempra Energy is benefiting from record-low natural gas prices, good regional growth, and more focused operations.Two of its utilities are exposed to liability from wildfire risk as seen in the example of northern California’…",NewsAPI,2020-01-08
EMR,The Retirees' Dividend Portfolio - John And Jane's December Taxable Account Update: The Year-End Edition,https://seekingalpha.com/article/4316230-retirees-dividend-portfolio-john-and-janes-december-taxable-account-update-year-end-edition,"There is something special about reviewing the dividend growth portfolio during the last month of the year. With the submission of this article, this will be the second full-year that I've been tracking the results of John and Jane's Taxable dividend growth a… [+16315 chars]","The Taxable account generated $1,263.45 of dividends in December of 2019 compared with $745.63 of dividends in December of 2018.In total, the Taxable account generated $15,257.75 of dividends in FY-2019 compared with $12,104.26 of dividends in FY-2018. This i…",NewsAPI,2020-01-10
EMR,Dividend Income Update December 2019,https://seekingalpha.com/article/4315944-dividend-income-update-december-2019,"The start of every month is exciting for all dividend income investors as we look back at the previous month and see how much passive dividend income our portfolios generated. December was exciting as ever, as my year-over-year numbers continue to highlight t… [+6158 chars]","December was exciting as ever, as my year-over-year numbers continue to highlight the trifecta magic of dividend investing, which includes adding fresh capital, dividend raises and basic compounding to create an ever-increasing passive income stream.Dividend …",NewsAPI,2020-01-09
EMR,Top Holdings Of Dividend ETFs (Part 3: Hidden Gems In November 2019),https://seekingalpha.com/article/4313086-top-holdings-of-dividend-etfs-part-3-hidden-gems-in-november-2019,"Part 1 of this article presented the top 50 holdings of 50 dividend-paying ETFs. To rank these holdings, I use a proportional scoring system that favors larger investments and larger ETFs. The top-ranked stock in November 2019 is Apple (AAPL), followed by Mic… [+18331 chars]","Part 1 of this article presented the top 50 holdings of 50 dividend-paying ETFs, ranked by using a proportional scoring system that favors larger investments and larger ETFs.Part 2 showcased the top 7 stocks in each GICS sector, providing investors looking to…",NewsAPI,2019-12-18
EMR,Emerson Bracing For A Slowdown And Considering Its Options,https://seekingalpha.com/article/4313250-emerson-bracing-for-slowdown-and-considering-options,"Back in May I thought that Emerson (EMR) looked undervalued, as I thought the Street was underestimating the full-cycle potential of the process automation business (particularly its petrochemical leverage), as well as the Climate segment. Since then, the sha… [+7121 chars]","Emerson has braced the Street for barely any revenue growth in 2020, and end-markets like oil/gas are looking more problematic, but process automation should stay positive.Management and the board are undertaking a more comprehensive review of the business; a…",NewsAPI,2019-12-18
EMR,"nVent Seems To Be Underperforming Its Markets, And It's Not Clear Why",https://seekingalpha.com/article/4313348-nvent-seems-to-be-underperforming-markets-and-not-clear-why,"Given the valuation, end-market exposures, and performance relative to its end-markets, I wasn't too keen on nVent (NYSE:NVT) back in May of this year. Between weakening industrial end-markets (which I expected), further relative underperformance (which I fea… [+7306 chars]","nVent's growth has remained lackluster relative to both its end-markets (many of which have weakened throughout 2019) and its closest public peers and rivals.Margins remain a strength of the company, but management seems reluctant to pick up the pace of R&D r…",NewsAPI,2019-12-19
EMR,Schneider Electric Taking Improving Execution And Momentum Into 2020,https://seekingalpha.com/article/4313842-schneider-electric-taking-improving-execution-and-momentum-2020,"Schneider Electric (OTCPK:SBGSY) (SU.PA) has been one of my favorite companies to follow for a while now, and better-than-peer results from the third quarter did that sentiment no harm. Although it has taken some time for it to all come together, Schneider ha… [+6910 chars]","Schneider is showing impressive performance in its Energy Management business, and the data center opportunity still has legs.
        Schneider's automation segment performance hasn't been as strong, but market/product exposure explains some of that, and the…",NewsAPI,2019-12-23
EMR,Crane Undervalued On Disappointment With The Banknote Business,https://seekingalpha.com/article/4314165-crane-undervalued-on-disappointment-banknote-business,"Aggravate the Street at your own risk. That would seem to be a fairly logical takeaway from Cranes (CR) recent results, as sell-side analysts and institutional investors seem increasingly frustrated, if not exasperated, by the unpredictability of the banknote… [+7333 chars]","Crane's banknote business has proven to be a fickle one; the margins can be attractive, but the recent decline in Fed Reserve orders for 2020 underlines the frustratingly high volatility.Fluid Handling and Aerospace are holding up well, with Crane seemingly o…",NewsAPI,2019-12-26
EMR,"HollySys Continues Its Frustrating 'Two Steps Forward, One And A Half Back' Dance",https://seekingalpha.com/article/4312584-hollysys-continues-frustrating-two-steps-forward-one-and-half-back-dance,"I can certainly sympathize with any long-term shareholders of HollySys (HOLI) who are wondering if their patience will ever be rewarded. HollySys shares have lost about 15% of their value over the past three years, a time period that has seen Yaskawa (OTCPK:Y… [+6774 chars]","HollySys shares have been long-term laggards as the company cannot seem to achieve sustained progress relative to any of its growth initiatives.A high-profile rail project involving HollySys is now in its testing phase, but HollySys recently lost share with A…",NewsAPI,2019-12-15
EMR,"Illinois Tool Works Is A Margin Beast, But The Valuation Is A Little Scary",https://seekingalpha.com/article/4313523-illinois-tool-works-is-margin-beast-valuation-is-little-scary,"Maybe the worst thing I can say about Illinois Tool Works (ITW) as a company is that its kinda dull and that it underinvests in R&amp;D something management likely would disagree with. Otherwise, were talking about an incredibly well-run conglomerate that is … [+7163 chars]","Illinois Tool Works has had a very impressive run as investors position for an expected 2020 industrial recovery and hunker down with a proven margin champion.
        Management wants to resume M&A and it sounds like they're looking to build a new segment, l…",NewsAPI,2019-12-20
EMR,The 3 Best Dividend Kings To Own Over The Next 10 Years,https://seekingalpha.com/article/4315681-3-best-dividend-kings-to-own-over-next-10-years,The dividend kings are companies that have grown their dividends every year for 50+ years. They are the highest echelon of blue chips. More impressive is that these stalwarts have not just delivered rising dividends in every economic/market environment for ha… [+13637 chars],"Dividend Kings are the ultimate blue chips, with 50+ year dividend growth streaks to their credit.Over the past 26 years the dividend kings have beaten the S&P 500 by 27% annually and 53% on a risk-adjusted basis.Today the kings are 19% overvalued, including …",NewsAPI,2020-01-08
EMR,Best Big-Cap Stocks To Buy,https://seekingalpha.com/article/4315188-best-big-cap-stocks-to-buy,"Stocks rallied significantly in the fourth quarter, and seasonality suggests there may be additional upside, but there's also an extreme number of stocks trading at least 5% above their 200-day moving average, and Middle East saber-rattling could cause uncert… [+15934 chars]","The best-ranked large-cap sector is healthcare.The top industry is healthcare plans.The highest-scoring stocks include Centene, Polaris, and Align Technology.",NewsAPI,2020-01-04
EMR,"Forget Emerson (EMR), Buy These 4 Industrial Stocks for 2020",https://finance.yahoo.com/news/forget-emerson-emr-buy-4-131901335.html,"The year 2019 has not been a smooth one for Emerson Electric Co. EMR. The leading provider of process control systems &amp; solutions, industrial and commercial refrigeration technologies, air conditioning and heating products has been subject to a difficult … [+6728 chars]","Emerson (EMR) faces weakness in the global discrete manufacturing market, along with high costs and currency translation headwinds. We present four industrial stocks that should offer good returns.",NewsAPI,2019-12-31
EMR,2019 Review: Most Favored Hedge Fund Stocks vs. Emerson Electric Co. (EMR),https://finance.yahoo.com/news/2019-review-most-favored-hedge-200541639.html,"It has been a fantastic year for equity investors as Donald Trump pressured Federal Reserve to reduce interest rates and finalized the first leg of a trade deal with China. If you were a passive index fund investor, you had seen gains of 31% in your equity po… [+5560 chars]","It has been a fantastic year for equity investors as Donald Trump pressured Federal Reserve to reduce interest rates and finalized the first leg of a trade deal with China. If you were a passive index fund investor, you had seen gains of 31% in your equity po…",NewsAPI,2019-12-27
EMR,"How Did Analog Devices, Inc. (ADI) Compare Against Hedge Fund Darlings in 2019?",https://finance.yahoo.com/news/did-analog-devices-inc-adi-230745932.html,"We are still in an overall bull market and many stocks that smart money investors were piling into surged in 2019. Among them, Facebook and Microsoft ranked among the top 3 picks and these stocks gained more than 57% each. Hedge funds' top 3 stock picks retur… [+6199 chars]","We are still in an overall bull market and many stocks that smart money investors were piling into surged in 2019. Among them, Facebook and Microsoft ranked among the top 3 picks and these stocks gained more than 57% each. Hedge funds' top 3 stock picks retur…",NewsAPI,2019-12-25
EMR,How Did JD.Com Inc (JD) Compare Against Hedge Fund Darlings in 2019?,https://finance.yahoo.com/news/did-jd-com-inc-jd-015434172.html,"We are still in an overall bull market and many stocks that smart money investors were piling into surged in 2019. Among them, Facebook and Microsoft ranked among the top 3 picks and these stocks gained more than 57% each. Hedge funds' top 3 stock picks retur… [+6107 chars]","We are still in an overall bull market and many stocks that smart money investors were piling into surged in 2019. Among them, Facebook and Microsoft ranked among the top 3 picks and these stocks gained more than 57% each. Hedge funds' top 3 stock picks retur…",NewsAPI,2019-12-26
EMR,9 Healthcare Companies Who Changed the 2010s,https://thehealthcareblog.com/blog/2020/01/07/9-healthcare-companies-who-changed-the-2010s/,"By ANDY MYCHKOVSKY
In order to celebrate the next decade (although the internet is confused whether its actually the end of the decade), were taking a step back and listing our picks for the 9 most influential healthcare companies of the 2010s. If your compa… [+19711 chars]","By ANDY MYCHKOVSKY In order to celebrate the next decade (although the internet is confused whether its actually the end of the decade…), we’re taking a step back and listing our picks Continue reading... The post 9 Healthcare Companies Who Changed the 2010s …",NewsAPI,2020-01-07
EMR,News 12/18/19,https://histalk2.com/2019/12/17/news-12-18-19/,"Top News
Amazon Web Services adds ICD-10 and RXNorm linking to its Amazon Comprehend Medical natural language processing service. 
Developers can use the API-driven, pay-per-use services to extract codes from unstructured text with higher accuracy than rule… [+11166 chars]",Top News Amazon Web Services adds ICD-10 and RXNorm linking...,NewsAPI,2019-12-17
EMR,Monday Morning Update 12/30/19,https://histalk2.com/2019/12/29/monday-morning-update-12-30-19/,"Top News
Four patients of DCH Health System file a class action lawsuit that claims their medical care was disrupted because of a ransomware attack in October. 
One of the plaintiffs says she couldnt get post-op meds, another complains that she was told her… [+7361 chars]",Top News Four patients of DCH Health System file a...,NewsAPI,2019-12-29
